"","year","tmax","tmin","af","rain","sun","location"
"516",2003,12.24,5.06,4,49.52,NA,"T05"
"517",2004,11.98,5.36,3.4,58.94,NA,"T05"
"518",2005,11.86,5.7,1.8,54.04,NA,"T05"
"519",2006,10.82,4.84,3.8,53.86,NA,"T05"
"520",2007,13.28,6.52,1,73.9,NA,"T05"
"521",2008,12.56,5.72,1.6,70.9,NA,"T05"
"522",2009,11.48,4.72,4,60.4,NA,"T05"
"523",2010,10.96,3.44,5.6,50.4,NA,"T05"
"524",2011,12.92,5.54,3.8,46.64,NA,"T05"
"525",2012,11.92,5.14,3.2,63.84,NA,"T05"
"526",2013,9.96,3.94,3.4,65.36,NA,"T05"
"527",2014,12.62,6.06,0,98.46,NA,"T05"
"528",2015,11.72,5,2.6,73.28,NA,"T05"
"529",2016,12.16,5.06,2.4,76.52,NA,"T05"
"530",2017,12.64,6.2,1.4,59.64,NA,"T05"
"531",2018,11.7,4.98,3.8,70.24,NA,"T05"
"532",2019,12.78,5.52,1.4,57.4,NA,"T05"
"533",2020,13.6,5.84,1.2,69.32,NA,"T05"
"534",2021,11.5,4.2,5,74.2,NA,"T05"
"535",2022,13.24,5.76,2,44.72,NA,"T05"
"536",1948,NA,NA,NA,NA,NA,"T06"
"537",1949,12.3,3.28,6.4,33.44,NA,"T06"
"538",1950,11.88,3.88,4.6,42.6,NA,"T06"
"539",1951,10,2.8,4.4,78.46,NA,"T06"
"540",1952,11.74,3.82,6.6,45.08,NA,"T06"
"541",1953,11.2,3.16,7,29.44,NA,"T06"
"542",1954,10.48,2.82,6,37.56,NA,"T06"
"543",1955,9.84,2.26,9,43.68,NA,"T06"
"544",1956,10.42,1.82,9.6,27.84,NA,"T06"
"545",1957,12.4,4.6,2.6,32.34,115.84,"T06"
"546",1958,10.68,3.1,6.6,47.6,106.68,"T06"
"547",1959,11.58,3.76,6,35.16,119.08,"T06"
"548",1960,11.54,4.36,4,37.56,103.46,"T06"
"549",1961,12.58,4.7,3,38.64,111.84,"T06"
"550",1962,10.12,2.76,6,39.18,109.24,"T06"
"551",1963,8.78,1.76,12,34.7,105.06,"T06"
"552",1964,10.68,4.04,4.6,49.86,97.46,"T06"
"553",1965,10.64,3.5,6.8,38.72,113.64,"T06"
"554",1966,10.94,4.18,3.6,53.46,100.4,"T06"
"555",1967,11.26,4.12,4.4,53.38,130.06,"T06"
"556",1968,10.62,3.28,6.6,47.6,122.34,"T06"
"557",1969,10.5,3.26,6.2,50.5,105.28,"T06"
"558",1970,10.6,3.3,7.4,45.96,115.8,"T06"
"559",1971,11.16,4,3.8,50.7,114.84,"T06"
"560",1972,11.22,4.26,2,43.38,102.58,"T06"
"561",1973,11.26,3.48,6.6,29.66,107.96,"T06"
"562",1974,12.02,4.32,1.6,35.12,114.04,"T06"
"563",1975,11.28,4.22,3.8,58.3,93.44,"T06"
"564",1976,11.82,4.1,4.8,15.1,125.32,"T06"
"565",1977,11.1,4,5.2,51.12,117.64,"T06"
"566",1978,10.42,3.34,6.4,58.5,104.32,"T06"
"567",1979,9.22,2.2,9,72.68,103.58,"T06"
"568",1980,11.24,3.6,4.4,37.26,118.02,"T06"
"569",1981,11.2,4.34,5.4,49.52,86.46,"T06"
"570",1982,11.74,3.58,4.6,43.16,133.2,"T06"
"571",1983,10.86,3.58,6,57.26,102.46,"T06"
"572",1984,10.76,3.18,5.2,55.18,117.26,"T06"
"573",1985,10.04,2.62,9.6,40.64,110.32,"T06"
"574",1986,9.24,2.24,9.2,55.32,111.32,"T06"
"575",1987,10.38,3.1,8.8,36.04,113.76,"T06"
"576",1988,11.94,4.56,3.2,52.34,121.3,"T06"
"577",1989,13.02,4.9,2.6,39.82,141.6,"T06"
"578",1990,14.12,5.54,1,40.82,167.7,"T06"
"579",1991,10.8,3.66,4.6,38.44,103.36,"T06"
"580",1992,12.76,5,4,44.08,113.94,"T06"
"581",1993,12.38,4.98,2,37.72,104.14,"T06"
"582",1994,11.72,4.48,3.2,59.2,121.02,"T06"
"583",1995,12.96,4.58,3.4,56.4,151.78,"T06"
"584",1996,10.4,3.34,6.8,34.54,106.32,"T06"
"585",1997,12.88,4.68,3.8,22.96,149.22,"T06"
"586",1998,13.04,5.72,1.8,48.16,121.36,"T06"
"587",1999,12.88,5.62,2.6,37.24,123.8,"T06"
"588",2000,12.4,5.22,2.6,56.3,128.04,"T06"
"589",2001,11.48,4.58,3.4,66.52,124.8,"T06"
"590",2002,13.24,5.78,2,51.48,133.76,"T06"
"591",2003,12.78,4.76,4.6,35.98,155.04,"T06"
"592",2004,12.28,5.32,3.6,48.28,119.04,"T06"
"593",2005,12.12,5.1,3.2,26.94,122.5,"T06"
"594",2006,11.26,4.64,4.2,45.52,93.2,"T06"
"595",2007,13.94,6.16,1.8,55.26,130.96,"T06"
"596",2008,13.1,5.22,2.2,56.36,115.76,"T06"
"597",2009,12.54,4.54,5,45.96,129.52,"T06"
"598",2010,11.12,3.68,5.4,47.16,115.3,"T06"
"599",2011,13.8,5.88,2.6,32.24,126.84,"T06"
"600",2012,12.8,4.8,4,38.24,128.4,"T06"
"601",2013,10,3.36,6.2,42.3,97.56,"T06"
"602",2014,13.76,5.98,0.4,84.52,131.42,"T06"
"603",2015,12.46,4.46,3.8,36.76,133.54,"T06"
"604",2016,12.42,4.74,2.6,59.8,125.52,"T06"
"605",2017,13.46,5.6,3.2,38.72,115.92,"T06"
"606",2018,12.5,5.02,3.8,58.36,114.1,"T06"
"607",2019,13.5,5.04,2.6,33.16,128.4,"T06"
"608",2020,14.5,5.7,1.4,46.08,160.86,"T06"
"609",2021,11.56,3.72,5,49.88,102.64,"T06"
"610",2022,13.94,5.32,3,29.76,125.04,"T06"
"611",1853,NA,NA,NA,NA,NA,"T08"
"612",1854,11.42,2.7,6.8,37.94,NA,"T08"
"613",1855,8.36,0.56,13,30.46,NA,"T08"
"614",1856,9.96,3.08,6.6,61.4,NA,"T08"
"615",1857,10.04,2.32,9,41.94,NA,"T08"
"616",1858,9.9,2,10.4,46.46,NA,"T08"
"617",1859,11.4,3.88,5.2,42.66,NA,"T08"
"618",1860,9.6,2.1,9,49.9,NA,"T08"
"619",1861,9.94,3.06,5.4,32.1,NA,"T08"
"620",1862,10.76,4.98,4,72.3,NA,"T08"
"621",1863,11.64,3.56,4,35.04,NA,"T08"
"622",1864,10.46,2.68,7.4,44.16,NA,"T08"
"623",1865,10.26,2.52,8.6,47,NA,"T08"
"624",1866,10.84,3.2,6,56.76,NA,"T08"
"625",1867,10.3,3.44,7.6,61.7,NA,"T08"
"626",1868,12.26,4.06,5.4,44.56,NA,"T08"
"627",1869,11.46,4.34,3.2,58.06,NA,"T08"
"628",1870,10.58,2.72,8.4,32.26,NA,"T08"
"629",1871,10.88,3.38,6.4,31.14,NA,"T08"
"630",1872,11.66,4.26,3.2,60.92,NA,"T08"
"631",1873,10.12,2.92,5.8,45.76,NA,"T08"
"632",1874,11.62,3.7,5.6,38,NA,"T08"
"633",1875,10.82,3.64,6.8,47.78,NA,"T08"
"634",1876,10.12,3,6,59.56,NA,"T08"
"635",1877,10.86,3.84,3.8,64.46,NA,"T08"
"636",1878,11.52,4.58,4.8,56.62,NA,"T08"
"637",1879,7.72,1.4,11.2,60.62,NA,"T08"
"638",1880,10.36,2.7,7,35.42,NA,"T08"
"639",1881,9.8,1.92,9.8,38.32,NA,"T08"
"640",1882,12.12,4.54,2.6,48.42,NA,"T08"
"641",1883,11.1,3.54,5.8,50.1,NA,"T08"
"642",1884,11.72,4.18,2.8,37.36,NA,"T08"
"643",1885,10.18,2.96,6.4,50.2,NA,"T08"
"644",1886,8.86,2.14,11.2,68.12,NA,"T08"
"645",1887,9.1,1.58,10,41.04,NA,"T08"
"646",1888,8.66,2.04,12,49.6,NA,"T08"
"647",1889,9.62,2.72,8.8,56.12,NA,"T08"
"648",1890,10.8,3.16,5.2,32.52,NA,"T08"
"649",1891,9.28,1.32,10.6,33.42,NA,"T08"
"650",1892,9.9,1.66,12.6,18.48,NA,"T08"
"651",1893,12.7,3.1,6.8,29.3,NA,"T08"
"652",1894,11.12,3.2,4.4,44.42,NA,"T08"
"653",1895,9.4,1.44,10.8,32.18,NA,"T08"
"654",1896,11.76,4.02,3.6,23.9,NA,"T08"
"655",1897,10.12,3.56,4.6,49.94,NA,"T08"
"656",1898,10.8,3.46,6.2,32.2,NA,"T08"
"657",1899,11.24,3.34,6.6,44.14,NA,"T08"
