"","year","tmax","tmin","af","rain","sun","location"
"1",1853,NA,NA,NA,NA,NA,"T01"
"2",1854,16.475,6.55,2.875,34.3,NA,"T01"
"3",1855,15.0375,6.0625,5.875,54.625,NA,"T01"
"4",1856,15.6125,6.9,2.875,59.375,NA,"T01"
"5",1857,16.3625,7.4875,3.5,59.875,NA,"T01"
"6",1858,16.05,6.8875,4,51.6875,NA,"T01"
"7",1859,16.8125,8.0375,2.125,63.5125,NA,"T01"
"8",1860,13.875,5.925,4.125,64.75,NA,"T01"
"9",1861,15.6375,7.725,1.375,52.3875,NA,"T01"
"10",1862,15.425,7.9125,1.5,62.5875,NA,"T01"
"11",1863,16.075,6.7375,2.25,41.7625,NA,"T01"
"12",1864,16.175,6.4875,3,41.0125,NA,"T01"
"13",1865,16.6375,7.3125,3.625,50.1,NA,"T01"
"14",1866,15.75,7.0625,3.125,70.4125,NA,"T01"
"15",1867,15.8875,7.475,2.5,61.7375,NA,"T01"
"16",1868,18.325,7.825,2,49.225,NA,"T01"
"17",1869,16.575,7.7375,1.375,50.3625,NA,"T01"
"18",1870,16.7375,6.9125,4,33.075,NA,"T01"
"19",1871,16.5,7.575,1.5,54.6125,NA,"T01"
"20",1872,16.725,7.8875,1.375,50.8125,NA,"T01"
"21",1873,15.4875,6.7375,2.5,51.65,NA,"T01"
"22",1874,16.875,7.2375,2.75,36.65,NA,"T01"
"23",1875,15.9125,7.3875,4,55.1625,NA,"T01"
"24",1876,16.45,7.4,2,68.175,NA,"T01"
"25",1877,15.5875,7.1375,2,58.1875,NA,"T01"
"26",1878,16.65,8.3125,2,60.25,NA,"T01"
"27",1879,13.35,6.5875,3.625,78.3,NA,"T01"
"28",1880,15.8375,7.8625,1.625,63.75,NA,"T01"
"29",1881,15.7375,7.0875,3.625,53.1375,NA,"T01"
"30",1882,15.95,7.6625,0.875,58.1125,NA,"T01"
"31",1883,15.525,7.2375,3.25,61.175,NA,"T01"
"32",1884,16.7125,7.625,1.75,39.1375,NA,"T01"
"33",1885,15.55,6.7625,2.25,49.775,NA,"T01"
"34",1886,15.0375,6.875,5.125,57.4375,NA,"T01"
"35",1887,15.6125,6.2,4.375,36.55,NA,"T01"
"36",1888,13.825,6.1625,5.375,63.175,NA,"T01"
"37",1889,15.0875,6.975,3.75,61.6625,NA,"T01"
"38",1890,15.4,6.7625,2.875,40.3,NA,"T01"
"39",1891,14.7375,6.2875,4.125,47.85,NA,"T01"
"40",1892,15.0125,6,5.625,44.4125,NA,"T01"
"41",1893,18.0375,7.55,2.375,33.2,NA,"T01"
"42",1894,15.3625,7,1.625,56.0125,NA,"T01"
"43",1895,16.075,6.625,4.25,36.7,NA,"T01"
"44",1896,16.6125,7.8875,1.625,54.6875,NA,"T01"
"45",1897,15.9125,7.8125,1,64.35,NA,"T01"
"46",1898,16.2625,7.025,3.25,31.5625,NA,"T01"
"47",1899,17.125,7.5,3.5,39.3,NA,"T01"
"48",1900,15.75,7.05,3.125,44.8375,NA,"T01"
"49",1901,15.925,6.9875,2.875,51.4875,NA,"T01"
"50",1902,14.85,6.575,3.375,34.575,NA,"T01"
"51",1903,15.45,7.5,1.25,77.55,NA,"T01"
"52",1904,15.5,7.125,1.875,48.3,NA,"T01"
"53",1905,15.875,7.85,0.75,47.05,NA,"T01"
"54",1906,16.425,6.875,3.5,36.325,NA,"T01"
"55",1907,15.2375,6.675,2.75,47.625,NA,"T01"
"56",1908,15.4875,7.2125,2.5,56.5875,NA,"T01"
"57",1909,14.875,6.35,3.875,62.2875,NA,"T01"
"58",1910,15.2875,7.4625,2.25,50.225,NA,"T01"
"59",1911,17.475,8.0875,1.75,33.275,NA,"T01"
"60",1912,15.475,7.7125,1,63.55,NA,"T01"
"61",1913,15.8125,7.625,1.75,45.1,NA,"T01"
"62",1914,17,7.6,1.25,54.3625,NA,"T01"
"63",1915,15.8875,6.9,2.375,61.85,NA,"T01"
"64",1916,15.05,6.85,2.5,65.5375,NA,"T01"
"65",1917,15.175,6.85,5.25,55.5875,NA,"T01"
"66",1918,15.825,7.35,1.75,58.3375,NA,"T01"
"67",1919,15.325,6.4625,4.25,50.9875,NA,"T01"
"68",1920,15.6125,7.5375,1.125,56.625,NA,"T01"
"69",1921,17.6375,7.5625,1.5,25.075,NA,"T01"
"70",1922,15.0625,6.475,3.25,62.3875,NA,"T01"
"71",1923,15.7,7.4375,0.75,53.925,NA,"T01"
"72",1924,15.1625,6.775,4.75,64.8125,NA,"T01"
"73",1925,15.9125,7.175,2,58.125,NA,"T01"
"74",1926,16.45,8.15,0.375,51.825,NA,"T01"
"75",1927,15.4125,7.525,1.875,77.8125,NA,"T01"
"76",1928,16.4625,7.2,2.125,32.95,NA,"T01"
"77",1929,16.3875,6.025,5.5,20.6625,180.2125,"T01"
"78",1930,15.4625,7.3875,3,49.625,137.6875,"T01"
"79",1931,14.8,7.0875,2.75,64.95,121.5375,"T01"
"80",1932,15.2375,7.1,4.125,58.25,127.2875,"T01"
"81",1933,17.925,8.1125,2.5,46.7875,186.1375,"T01"
"82",1934,16.8875,7.225,3.125,36.5125,169.5375,"T01"
"83",1935,16.7625,7.7125,1.875,60.025,164.3125,"T01"
"84",1936,15.6875,7.3875,2.875,52.75,127.8375,"T01"
"85",1937,16.5375,7.8125,1.875,58.5,140.1375,"T01"
"86",1938,16.85,7.5625,2.125,35.5,143.9125,"T01"
"87",1939,16.2,7.85,1.125,48.25,152,"T01"
"88",1940,16.6625,7.175,3.125,38.1875,162.7625,"T01"
"89",1941,15.6125,7.0625,3.625,57.4625,145.075,"T01"
"90",1942,15.7625,6.9125,4.25,44.425,147.0625,"T01"
"91",1943,17.4125,7.9125,1.375,36.9125,166.6625,"T01"
"92",1944,16.55,7.375,2.625,38.275,148.0625,"T01"
"93",1945,17.475,8.65,0.875,44.5875,141.825,"T01"
"94",1946,16.2125,7.6375,1.5,57.7,141.6,"T01"
"95",1947,16.3875,7.5375,5,48.15,145.025,"T01"
"96",1948,16.625,7.65,2.125,54.4375,159.3,"T01"
"97",1949,17.8375,8.025,2.25,36.8125,188.675,"T01"
"98",1950,16.4,8.025,1.25,70.1625,155.8,"T01"
"99",1951,15.2625,7.0375,1.75,73.1,157.225,"T01"
"100",1952,16.5,7.7875,2.375,45.65,164.9125,"T01"
"101",1953,15.9875,7.1875,3.625,49.675,169.3875,"T01"
"102",1954,14.825,6.925,2.375,60.25,142.8,"T01"
"103",1955,15.9875,7.05,4.625,45.9375,175.45,"T01"
"104",1956,14.9125,6.525,3.875,48.1125,150.325,"T01"
"105",1957,16.575,8.2125,1,63.2,161.875,"T01"
"106",1958,15.5875,7.775,3.5,59.6625,134.8375,"T01"
"107",1959,17.625,8.1875,1.5,38.2875,188.475,"T01"
"108",1960,16.0375,8.05,1.25,66.275,147.75,"T01"
"109",1961,17.2625,8.55,0.375,45.75,162.45,"T01"
"110",1962,14.75,6.825,3,50.4,154.0125,"T01"
"111",1963,14.6125,6.9875,3.75,54.2,140.575,"T01"
"112",1964,16.1,8.0375,1.875,39.9125,155.175,"T01"
"113",1965,14.9625,7.1375,3.125,55.4625,138.2,"T01"
"114",1966,15.7625,8.05,0.875,61.1625,148.0875,"T01"
"115",1967,16.025,8.1875,0.875,56.2875,165.975,"T01"
"116",1968,15,7.675,3.375,71.175,140.4625,"T01"
"117",1969,15.3875,7.35,3.625,50.55,163.425,"T01"
"118",1970,15.9375,7.575,3.25,46.4125,175.05,"T01"
"119",1971,15.7,7.55,2.125,59.475,153.85,"T01"
"120",1972,15.1125,7.325,0.625,43.6875,129.9875,"T01"
"121",1973,16.3625,7.825,2.125,46.275,165.875,"T01"
"122",1974,15.425,7.35,1.25,65.4875,154.0875,"T01"
"123",1975,16.4875,7.85,1.75,49.8,166.25,"T01"
"124",1976,17.5,8.0125,2.875,29.1375,170.2875,"T01"
"125",1977,15.2,7.575,1.5,60.9375,134.875,"T01"
"126",1978,15.2375,7.15,2.875,46.3625,142.275,"T01"
"127",1979,15.0125,7.225,3.125,58.525,146.8375,"T01"
"128",1980,15.925,7.95,1.625,54.6625,150.075,"T01"
"129",1981,15.8,8.2,2.125,59.2,118.8375,"T01"
"130",1982,16.7625,8.3375,1,46.775,141.3375,"T01"
"131",1983,16.2,8.1125,2.875,48.325,148.1875,"T01"
"132",1984,16.15,7.575,1.625,40.8375,161.0125,"T01"
"133",1985,15.0875,7.25,3.5,54.9125,149.525,"T01"
"134",1986,14.15,6.3625,3.75,52.3875,160.775,"T01"
"135",1987,15.5375,7.7625,3.25,45.3375,138.25,"T01"
"136",1988,15.4875,7.8375,1.5,48.7,136.975,"T01"
"137",1989,17.7,8.575,0.75,42.1875,197.3125,"T01"
"138",1990,17.7875,8.4625,0.875,34.475,193.7625,"T01"
"139",1991,15.7625,7.7625,2.625,44.2,152.6,"T01"
"140",1992,16.65,8.8,1.375,64.8625,151.5625,"T01"
"141",1993,15.825,8.1375,0.875,47.475,158.2125,"T01"
"142",1994,16.1625,8.4375,1,52.95,169.1375,"T01"
"143",1995,17.85,8.5125,1.25,41.9875,194.95,"T01"
"144",1996,15.975,7.225,4,36.4125,174.75,"T01"
"145",1997,17.7375,9.075,0.75,47.15,172.025,"T01"
"146",1998,17,8.9125,0.75,55.7875,140.7375,"T01"
"147",1999,17.375,9.025,1,55.3875,153.975,"T01"
"148",2000,16.8375,8.9125,0.875,61.0625,151.5,"T01"
"149",2001,16.7375,8.15,1.875,57.4,155.7,"T01"
"150",2002,17.5125,8.475,0.75,51.9,155.5625,"T01"
"151",2003,18.425,7.85,3.5,32.1375,177.4375,"T01"
"152",2004,17.45,8.9,1.625,57.25,161,"T01"
"153",2005,17.2375,8.7,2.125,43.0375,158.625,"T01"
"154",2006,17.675,8.8,3,59.425,170.05,"T01"
"155",2007,17.375,8.2375,1.125,61.8875,163.1375,"T01"
"156",2008,16.7,8.425,2,71.0625,156.4125,"T01"
"157",2009,17.675,8.4125,1.625,41.65,173.7875,"T01"
"158",2010,17.3625,8.05,1.875,54.075,160.3375,"T01"
"159",2011,17.9,8.225,0.75,37.025,159.15,"T01"
"160",2012,16.4,8.2625,2,79.875,150.6,"T01"
"161",2013,16.025,7.35,3.375,42.2375,163.9,"T01"
"162",2014,17.8625,8.925,0.25,55.2375,175.4125,"T01"
"163",2015,16.875,7.6375,1.375,40.075,168.075,"T01"
"164",2016,17.2875,8.7375,1.375,55.7375,156.125,"T01"
"165",2017,17.9,9.2125,0.125,46.7875,150.75,"T01"
"166",2018,17.95,8.4875,2.5,43.0375,181.7125,"T01"
"167",2019,18.375,8.3625,1.625,47.9875,173.45,"T01"
"168",2020,18.4625,8.575,1.125,55.4375,194.6375,"T01"
"169",2021,17.05,8.275,2.125,52.6,154.5625,"T01"
"170",2022,19.1375,9.1375,0.5,30.875,179.05,"T01"
"171",1959,NA,NA,NA,NA,NA,"T02"
"172",1960,12.525,3.5875,5.75,NA,113.025,"T02"
"173",1961,12.7,4.725,3.5,58.775,117.3125,"T02"
"174",1962,11.1375,2.925,7.75,71.6875,123.7375,"T02"
"175",1963,11.275,2.7125,7.625,79.5125,125.7125,"T02"
"176",1964,12.05,4.1,4.875,60.4625,121.7,"T02"
"177",1965,11.4625,3.3125,6.625,60.375,111.525,"T02"
"178",1966,11.575,3.7625,6,66.6875,NA,"T02"
"179",1967,12.3375,4.2875,4.625,73.2375,121.575,"T02"
"180",1968,11.65,3.125,8.5,61.025,126.4875,"T02"
"181",1969,11.65,3.075,8.375,60.85,132.5125,"T02"
"182",1970,11.8,3.2625,8.25,80.5875,133.5875,"T02"
"183",1971,12.6125,3.7125,6.875,46.3,138.5,"T02"
"184",1972,11.9125,3.225,6.875,55.4125,135.875,"T02"
"185",1973,12.4625,3.7625,7.125,50.375,134.275,"T02"
"186",1974,12.325,3.425,6.625,49.025,129.5875,"T02"
"187",1975,13.0875,3.9375,7.25,56.3125,147.6375,"T02"
"188",1976,13.25,4.5875,5.75,57.6625,133.2,"T02"
"189",1977,11.975,3.35,6.875,64.425,137.375,"T02"
"190",1978,11.75,3.4375,7.375,63.7625,122.6625,"T02"
"191",1979,11.175,3.325,8.375,66.65,120.45,"T02"
"192",1980,12.7125,4.1375,6.125,61.1625,117.075,"T02"
"193",1981,12.625,4.025,8.25,56.4,138.875,"T02"
"194",1982,12.8125,4.0875,6.5,83.125,138.375,"T02"
"195",1983,11.9875,4,7.5,66.8625,121.45,"T02"
"196",1984,12.925,3.8875,7.375,56.7125,136.35,"T02"
"197",1985,11.3125,3.3375,7.125,79.425,107.9625,"T02"
"198",1986,10.6375,2.6875,8.125,63.2375,132.025,"T02"
"199",1987,11.45,3.45,7.375,61.2375,NA,"T02"
"200",1988,12.2375,4.475,6.5,75.5,131.2125,"T02"
"201",1989,12.775,4.375,5.75,65.65,149.4625,"T02"
"202",1990,12.9375,4.9875,3.375,71.5125,144.2375,"T02"
"203",1991,12.6875,4.35,6.625,64.0125,NA,"T02"
"204",1992,12.65,4.7125,4.125,71.4625,132.65,"T02"
"205",1993,12.05,4.375,4.375,63.05,114.8875,"T02"
"206",1994,11.5875,3.8125,7.125,67.4,128.6875,"T02"
"207",1995,13.1125,3.875,7.75,66.425,151.8625,"T02"
"208",1996,11.875,3.9,7.625,48.9,139.0875,"T02"
"209",1997,13.5625,4.6125,4.625,66.4125,144.525,"T02"
"210",1998,12.55,5.05,3.875,76.0375,122.2125,"T02"
"211",1999,13.1,4.5625,5.375,66.325,131.825,"T02"
"212",2000,12.95,4.2125,5.625,77.3375,137.75,"T02"
"213",2001,11.9,3.875,7.25,57.2125,122.9125,"T02"
"214",2002,12.9875,4.9625,4.75,77.475,117.75,"T02"
"215",2003,14.2625,4.6125,6.375,38.025,144.2375,"T02"
"216",2004,13.0875,4.825,5.375,73.7375,120.4375,"T02"
"217",2005,NA,NA,NA,NA,NA,"T02"
"218",2006,13.275,4.1125,7,56.8625,NA,"T02"
"219",2007,13.05,4.6125,5.625,76.25,NA,"T02"
"220",2008,12.6875,4.2375,6.875,64.95,NA,"T02"
"221",2009,13.325,4.3375,5.875,66.25,NA,"T02"
"222",2010,12.1875,3.0125,8.875,58.4,NA,"T02"
"223",2011,12.8625,4.2375,6.25,91.35,NA,"T02"
"224",2012,12.6375,4.075,6.25,59.8125,NA,"T02"
"225",2013,12.4625,3.6,8.625,50.7,NA,"T02"
"226",2014,13.5125,5.175,4.375,79.975,NA,"T02"
"227",2015,12.3125,3.8125,6.625,61.45,NA,"T02"
"228",2016,12.975,4.225,6.375,63.5875,NA,"T02"
"229",2017,13.1375,4.55,6.875,56.8625,NA,"T02"
"230",2018,13.2125,4.025,8.875,56.45,NA,"T02"
"231",2019,13.525,4.625,4.875,79.925,NA,"T02"
"232",2020,13.225,3.9625,7.25,71.075,NA,"T02"
"233",2021,13.6,4.0625,7,67.9,NA,"T02"
"234",2022,13.825,4.8625,6.25,74.075,NA,"T02"
"235",1853,NA,NA,NA,NA,NA,"T03"
"236",1854,NA,NA,NA,64.3125,NA,"T03"
"237",1855,NA,NA,NA,55.2125,NA,"T03"
"238",1856,NA,NA,NA,54.7625,NA,"T03"
"239",1857,NA,NA,NA,65.55,NA,"T03"
"240",1858,NA,NA,NA,64.3,NA,"T03"
"241",1859,NA,NA,NA,54.8,NA,"T03"
"242",1860,NA,NA,NA,59.4,NA,"T03"
"243",1861,NA,NA,NA,95.45,NA,"T03"
"244",1862,NA,NA,NA,72.0375,NA,"T03"
"245",1863,NA,NA,NA,56.3375,NA,"T03"
"246",1864,NA,NA,NA,52.6125,NA,"T03"
"247",1865,NA,NA,NA,59.5125,NA,"T03"
"248",1866,14.325,6.7,2.625,65.7375,NA,"T03"
"249",1867,15.0625,7.7125,1.625,78.325,NA,"T03"
"250",1868,16.4625,8.275,0.5,69.05,NA,"T03"
"251",1869,15.3375,7.3625,1.25,81.7625,NA,"T03"
"252",1870,16.075,7.4625,2.375,48.7875,NA,"T03"
"253",1871,15.9375,7.7375,0.625,70.925,NA,"T03"
"254",1872,15.4625,7.7875,0.5,83.9,NA,"T03"
"255",1873,14.8625,6.875,2.75,61.525,NA,"T03"
"256",1874,15.9875,7.6375,0.875,61.2875,NA,"T03"
"257",1875,15.7875,7.5125,1.125,66.05,NA,"T03"
"258",1876,15.35,6.5,3.375,59.475,NA,"T03"
"259",1877,14.725,6.6375,1.625,73.1,NA,"T03"
"260",1878,16.15,8.0875,1.5,62.3625,NA,"T03"
"261",1879,13.8125,6.025,2.875,86.4125,NA,"T03"
"262",1880,15.075,7.6125,0.625,80.7875,NA,"T03"
"263",1881,13.15,6.6875,3,73.5375,NA,"T03"
"264",1882,13.95,7.2375,0.25,82.825,NA,"T03"
"265",1883,13.2375,6.425,2.5,68.175,NA,"T03"
"266",1884,14.2,7.1,0.75,67.8125,NA,"T03"
"267",1885,13.9625,5.35,3.25,55.45,NA,"T03"
"268",1886,13.5125,5.825,4.125,62.475,NA,"T03"
"269",1887,14.6875,5.975,4.125,48.05,NA,"T03"
"270",1888,13.05,5.1,5,63.1,NA,"T03"
"271",1889,14.0875,6.375,2.75,68.0875,NA,"T03"
"272",1890,14.2,6.3625,2.25,54.6375,NA,"T03"
"273",1891,14.1875,6.05,3.375,53.65,NA,"T03"
"274",1892,13.7,5.3125,5.125,72.575,NA,"T03"
"275",1893,15.625,7.2,1.25,48.0875,NA,"T03"
"276",1894,14.1125,5.9875,1.5,61.3875,NA,"T03"
"277",1895,14.45,5.75,4,58.475,NA,"T03"
"278",1896,15.05,6.925,0.25,72.025,NA,"T03"
"279",1897,14.275,6.2,1.625,78.7375,NA,"T03"
"280",1898,14.6125,6.15,2.875,68.9375,NA,"T03"
"281",1899,15.1125,6.7375,2.5,69.6875,NA,"T03"
"282",1900,14.2125,6.225,3.5,65.375,NA,"T03"
"283",1901,14.5625,6.35,2.375,59.6625,NA,"T03"
"284",1902,13.5125,6.0625,2.375,71.775,NA,"T03"
"285",1903,14.175,6.5625,1.25,73.675,NA,"T03"
"286",1904,13.95,6.3625,2.125,72.1,NA,"T03"
"287",1905,14.6375,6.575,1.375,69.525,NA,"T03"
"288",1906,14.5375,6.0625,3.75,56.4,NA,"T03"
"289",1907,13.975,6.1625,2.375,67.775,NA,"T03"
"290",1908,14.425,6.5625,2.125,73.1625,NA,"T03"
"291",1909,14,5.95,2.625,55.875,NA,"T03"
"292",1910,14.425,6.4625,1.375,74.2375,NA,"T03"
"293",1911,15.2875,6.525,1.875,49.5625,NA,"T03"
"294",1912,14.05,6.2125,1,76.4875,NA,"T03"
"295",1913,14.275,6.3875,0.875,69.4625,NA,"T03"
"296",1914,15.3,6.8875,1.375,58.025,NA,"T03"
"297",1915,14.4125,6.0875,3,54.6,NA,"T03"
"298",1916,14.075,6.175,3.5,70.6,NA,"T03"
"299",1917,14.2125,6.15,4.75,72.9125,NA,"T03"
"300",1918,14.6875,6.7125,1.5,65.8875,NA,"T03"
"301",1919,14.35,5.8125,4.25,49.0875,NA,"T03"
"302",1920,14.3125,6.7125,1.125,69.1375,NA,"T03"
"303",1921,15.2375,6.95,1.5,49.0625,NA,"T03"
"304",1922,13.4375,5.7375,2.875,67.8625,NA,"T03"
"305",1923,13.85,6.65,0.5,73.9375,NA,"T03"
"306",1924,13.45,6.2125,3.5,81.9875,NA,"T03"
"307",1925,14.1125,6.3375,2.25,68.6,NA,"T03"
"308",1926,15,7.2,1.25,61.675,NA,"T03"
"309",1927,14.2125,6.4125,1.75,71.3125,NA,"T03"
"310",1928,14.1,6.5,1.125,79.7625,NA,"T03"
"311",1929,14.5625,6.2,3.375,59.8375,134.7,"T03"
"312",1930,13.9375,6.275,3.75,64.1375,127.7125,"T03"
"313",1931,13.7625,6.475,2,83.8125,112.375,"T03"
"314",1932,14.3875,6.2375,3.25,60.95,127.4125,"T03"
"315",1933,15.6875,7.525,2,47.875,131.4625,"T03"
"316",1934,14.7625,6.75,2.25,69.575,137.525,"T03"
"317",1935,15.025,6.8125,1.25,63.05,146.5875,"T03"
"318",1936,14.6125,6.825,3.125,70.975,129.8625,"T03"
"319",1937,14.65,6.825,2.75,62.725,109.1875,"T03"
"320",1938,15.0625,7.025,1.375,61.3875,117.9875,"T03"
"321",1939,15.3125,7.025,0.75,58.8625,127.525,"T03"
"322",1940,15.3125,6.875,1.75,65.6875,126.35,"T03"
"323",1941,14.55,6.775,2.375,60.5375,122.0375,"T03"
"324",1942,14.6125,6.6625,2.625,71.95,134.2875,"T03"
"325",1943,15.4125,7.3875,0.25,61.575,140.2375,"T03"
"326",1944,15.225,6.9,2.125,63.625,114.625,"T03"
"327",1945,16.125,8.05,0.75,66.275,119.25,"T03"
"328",1946,14.8,6.6,1.75,69.225,NA,"T03"
"329",1947,14.325,6.425,4.75,71.125,NA,"T03"
"330",1948,15.2125,6.9125,1.25,70.2,131.7625,"T03"
"331",1949,16.0125,7.5,1.125,56.875,149.4,"T03"
"332",1950,14.95,6.95,1.5,86.525,135.9625,"T03"
"333",1951,13.7125,6.225,2.625,66.2875,134.175,"T03"
"334",1952,14.725,6.85,2.625,36.2625,119.0625,"T03"
"335",1953,15.1375,6.8625,2.875,33.5625,129.75,"T03"
"336",1954,13.8125,6.275,2,42.15,115.7375,"T03"
"337",1955,15.075,6.3625,4.375,57.3125,148.3875,"T03"
"338",1956,14.2625,6.4125,3.5,68.4,128.35,"T03"
"339",1957,15.0875,7.1875,1.125,71.8,127.3125,"T03"
"340",1958,14.3375,6.875,3.125,85.15,120.525,"T03"
"341",1959,16.4,7.4125,1.125,49.25,151.4,"T03"
"342",1960,15.2,7.025,2.125,78.95,145.125,"T03"
"343",1961,15.35,7.525,0.5,70.2375,115.775,"T03"
"344",1962,14.1375,5.7625,3.125,68.725,137.575,"T03"
"345",1963,14.1125,6.0625,4,77.0875,135.05,"T03"
"346",1964,14.7375,7.275,2.25,56.6375,117.05,"T03"
"347",1965,14.1625,6.3375,2.375,63.725,113.625,"T03"
"348",1966,14.8375,7.325,0.625,77.9,126.6375,"T03"
"349",1967,14.9875,6.85,1,75.9,123.925,"T03"
"350",1968,14.825,5.9125,4.625,54,141.3875,"T03"
"351",1969,14.225,6,4.625,53.6625,128.8375,"T03"
"352",1970,14.7875,6.6,4.75,74.5,113.6875,"T03"
"353",1971,14.9875,6.6375,1.75,63.7625,118,"T03"
"354",1972,14.275,5.6,2.25,55.95,118.075,"T03"
"355",1973,14.875,6.725,3,54.0625,114.25,"T03"
"356",1974,14.1,6.2625,1.75,65.15,126.4625,"T03"
"357",1975,15.3875,6.6625,2.75,44.5125,146.625,"T03"
"358",1976,15.3875,7.2375,1.875,52.6,124.05,"T03"
"359",1977,14.4625,6.35,1.875,59.0375,136.625,"T03"
"360",1978,14.0125,6.6375,2.75,51.1,105.275,"T03"
"361",1979,13.375,5.875,4.5,62.5875,112.925,"T03"
"362",1980,14.5625,6.825,2.25,62.4625,108.9375,"T03"
"363",1981,14.725,7.1125,1.375,77.7875,105.1625,"T03"
"364",1982,15.35,6.9625,2.375,54.4375,128.4375,"T03"
"365",1983,14.8,6.975,3.25,49.5625,107.75,"T03"
"366",1984,15.1875,6.6125,2.125,57.2125,128.65,"T03"
"367",1985,14.075,6.5375,3,71.8,106.0625,"T03"
"368",1986,13.2375,5.4875,4.25,60.4125,118.7375,"T03"
"369",1987,14.4875,6.3375,3.125,61.475,104.2375,"T03"
"370",1988,14.6,6.9125,1.625,69.95,120.525,"T03"
"371",1989,15.65,6.975,2,55.7875,147.525,"T03"
"372",1990,15.25,7.4875,0.625,62.45,129.875,"T03"
"373",1991,14.75,7.125,2.375,44.775,123.65,"T03"
"374",1992,14.8,7.475,0.75,70.7,110.85,"T03"
"375",1993,14.2625,7.475,1.375,70.975,94.15,"T03"
"376",1994,13.8875,6.625,1.75,65.425,115.7375,"T03"
"377",1995,15.825,7.4625,1.625,43.7,152.3625,"T03"
"378",1996,14.275,6.5125,3.125,59.325,126.3375,"T03"
"379",1997,15.5,7.9,1.375,63.5625,129.7875,"T03"
"380",1998,15.025,8.2375,0.75,57.525,114.975,"T03"
"381",1999,15.2375,8.2125,1.5,63.175,126.375,"T03"
"382",2000,15.5125,7.5375,1.25,65.3875,134.4375,"T03"
"383",2001,14.875,7.0375,3,55.7875,130.4,"T03"
"384",2002,15.25,7.8,1.125,81.1,126.8875,"T03"
"385",2003,15.8125,7.55,2.75,57.9,140.6625,"T03"
"386",2004,15.525,7.7875,2.375,60.775,141.5125,"T03"
"387",2005,15.3625,7.8125,1.5,55.7375,118.875,"T03"
"388",2006,16.0125,7.5125,2.875,63.525,143.8875,"T03"
"389",2007,15.85,7.6,1.5,72.4125,143.1625,"T03"
"390",2008,15.5,7.3625,2.25,68.9875,134.1875,"T03"
"391",2009,15.45,7.625,1.875,65.3875,143.7625,"T03"
"392",2010,15.275,6.7375,4,69.9375,139.0375,"T03"
"393",2011,15.6,7.7625,1,60.45,130.0625,"T03"
"394",2012,15.1125,7.425,1.375,NA,119.95,"T03"
"395",2013,14.9625,6.9875,3.875,62.2125,135.3125,"T03"
"396",2014,15.975,7.5125,0.75,63.1625,130.825,"T03"
"397",2015,14.8,5.9625,3.5,65.075,142.95,"T03"
"398",2016,15.4875,7.5125,2.375,59.425,123.7875,"T03"
"399",2017,15.8875,7.8625,1.375,61.5875,125.3,"T03"
"400",2018,15.6375,7.1875,2.75,57.0125,137.575,"T03"
"401",2019,16,7.95,0.625,77.7375,118.225,"T03"
"402",2020,15.8,7.55,1,71.45,133.15,"T03"
"403",2021,16.0625,7.7375,1.75,57.475,131.2125,"T03"
"404",2022,16.25,8.1375,1.5,62.15,136.0125,"T03"
"405",1959,NA,NA,NA,NA,NA,"T04"
"406",1960,14.125,5.9625,3.25,NA,156.325,"T04"
"407",1961,14.2375,6.85,0.875,61.0625,129.7625,"T04"
"408",1962,12.6,5,4.375,65.55,123.7,"T04"
"409",1963,12.8375,4.9625,4.75,68.6375,147.25,"T04"
"410",1964,13.35,6.325,3.375,52.8375,130.8125,"T04"
"411",1965,13,5.35,3.5,63.6625,130.025,"T04"
"412",1966,13.275,6.075,3.25,76.475,130.1125,"T04"
"413",1967,13.2625,6.325,1.75,96.875,130.5375,"T04"
"414",1968,13.225,5.3375,5.625,87.8375,127.5625,"T04"
"415",1969,12.8875,5.1,5.625,63.6625,126.9875,"T04"
"416",1970,13.525,5.7875,5.75,65.575,145.9625,"T04"
"417",1971,13.8,5.9625,3,63.8375,140.95,"T04"
"418",1972,13.175,5.4625,1.875,58.4125,NA,"T04"
"419",1973,14.05,6.1125,3.625,58.8125,141.1,"T04"
"420",1974,13.675,5.4625,3.125,65.6875,145.3125,"T04"
"421",1975,14.2375,5.7,4.125,53.55,162.7375,"T04"
"422",1976,14.55,6.3625,2.75,50.2125,134.925,"T04"
"423",1977,13.5375,5.65,3,59.325,147.825,"T04"
"424",1978,13.175,5.8375,3.875,61.575,122.1,"T04"
"425",1979,12.55,5.4375,4.875,68.0125,115.75,"T04"
"426",1980,13.6125,5.95,3.125,67.6375,118.525,"T04"
"427",1981,13.85,6.225,4,71.175,127.725,"T04"
"428",1982,14.675,6.5,2.625,67.125,NA,"T04"
"429",1983,13.7625,5.9875,4,60.375,NA,"T04"
"430",1984,14.3625,5.875,2.875,51.775,NA,"T04"
"431",1985,13.0625,5.675,3.375,77.2625,NA,"T04"
"432",1986,12.3,4.75,5.25,59.1875,NA,"T04"
"433",1987,13.325,5.6375,4.125,80.9,NA,"T04"
"434",1988,13.925,6.25,2.75,78.025,NA,"T04"
"435",1989,14.9625,6.45,2,63.1875,NA,"T04"
"436",1990,15.0375,6.7875,1.125,72.1375,NA,"T04"
"437",1991,14.3,6.075,3.75,57.675,NA,"T04"
"438",1992,14.9625,6.6375,1.125,74.6375,NA,"T04"
"439",1993,14.025,6.35,2.25,65.1,NA,"T04"
