"","year","tmax","tmin","af","rain","sun","location"
"1026",1954,12.3375,6.525,2.625,69.3,148.35,"T11"
"1027",1955,12.95,6.3125,4.375,54.9,187.825,"T11"
"1028",1956,12.5125,6.05,3.625,71.6,168.9,"T11"
"1029",1957,14.05,7.825,0.875,78.5,163.5,"T11"
"1030",1958,12.5125,6.6875,3.125,79,135.7,"T11"
"1031",1959,14.1125,7.625,2.125,42.1625,180.2,"T11"
"1032",1960,13.7,7.475,1.75,64.2875,167.5625,"T11"
"1033",1961,13.1625,7.7875,1.5,73.9875,150.1125,"T11"
"1034",1962,12.15,6.35,2.75,57.5375,161.475,"T11"
"1035",1963,11.7,5.575,5.75,62.8125,154.075,"T11"
"1036",1964,13.075,7.4,1.875,55.075,139.0375,"T11"
"1037",1965,12.8,6.625,3.125,69.125,158.3875,"T11"
"1038",1966,12.8375,7.425,1.75,72.025,150.425,"T11"
"1039",1967,12.9125,7.6,1.25,63.8375,152.2125,"T11"
"1040",1968,12.9,6.8375,2.125,62.1375,160.875,"T11"
"1041",1969,12.575,6.6625,2.75,62.9125,153.575,"T11"
"1042",1970,12.9625,7.05,2.5,64.15,144.5625,"T11"
"1043",1971,13.275,7.4125,1.125,54.825,150.1875,"T11"
"1044",1972,12.625,7.0875,0.875,65.8375,153.35,"T11"
"1045",1973,13.45,7.45,1.375,54.0125,154.3375,"T11"
"1046",1974,13.4125,7.7,0.125,60.9875,164.325,"T11"
"1047",1975,13.825,7.35,1.125,54.3375,185.425,"T11"
"1048",1976,14.1125,7.9125,1.5,33.8375,165.2375,"T11"
"1049",1977,13.0875,7.2625,1.875,67.1625,170.3125,"T11"
"1050",1978,12.4875,6.85,2.25,58.0375,143.9375,"T11"
"1051",1979,11.45,6.2875,3,62.075,149.675,"T11"
"1052",1980,13.0875,7.1625,1.875,68.7625,154.325,"T11"
"1053",1981,12.95,7.475,1.5,59.1875,135.275,"T11"
"1054",1982,13.7875,7.375,2.25,47.4375,159.4375,"T11"
"1055",1983,13.5875,7.3,1.5,57.4875,147.9,"T11"
"1056",1984,13.7875,6.8875,1.375,48.7,179.6375,"T11"
"1057",1985,12.0625,6.325,4.125,71.0375,148.65,"T11"
"1058",1986,11.5625,6.0125,3.75,67.05,153.8,"T11"
"1059",1987,12.45,6.45,4.125,58.1625,143.9375,"T11"
"1060",1988,13.425,7.7,0.25,72.475,160.9125,"T11"
"1061",1989,14.275,8.1625,0.25,57.8625,186.65,"T11"
"1062",1990,14.6125,8.4875,0.25,52.675,171.4875,"T11"
"1063",1991,12.925,7.175,2.75,47.3625,145.5875,"T11"
"1064",1992,13.8125,8.1875,1.5,66.1875,154.8625,"T11"
"1065",1993,13.15,7.9125,0.5,62.1875,135.15,"T11"
"1066",1994,12.85,7.5125,1.25,69.025,145.35,"T11"
"1067",1995,14.4,8.1125,0.75,52.275,166.1625,"T11"
"1068",1996,12.6625,6.65,3.5,51.125,161.075,"T11"
"1069",1997,14.1375,7.75,2.125,52.95,160.8,"T11"
"1070",1998,13.425,8.4375,0.875,68.9625,144.6,"T11"
"1071",1999,13.75,8.35,0.75,66.7,156.25,"T11"
"1072",2000,13.7,8.0625,0.625,64.4,173.8375,"T11"
"1073",2001,12.8875,7.175,2.875,62.825,171.5,"T11"
"1074",2002,13.3125,8.2625,1,67.7,132.775,"T11"
"1075",2003,14.1125,7.9875,2.5,50.2,163.875,"T11"
"1076",2004,13.4875,8.1875,2,54.45,137.9125,"T11"
"1077",2005,13.6125,8.3125,1.125,45.025,140.95,"T11"
"1078",2006,13.5125,7.9625,1.625,60.725,159.75,"T11"
"1079",2007,14,8.6375,1,58.3875,151.625,"T11"
"1080",2008,13.8,8.45,1.375,75.9375,136.8,"T11"
"1081",2009,13.4,7.9375,1.75,58.4125,148.775,"T11"
"1082",2010,12.875,6.8375,3.625,51.575,168.6625,"T11"
"1083",2011,13.675,7.8,1.75,55.225,161.625,"T11"
"1084",2012,13.325,7.975,1.375,64.8625,131.2375,"T11"
"1085",2013,12.95,6.8875,4.625,53.4,170.3875,"T11"
"1086",2014,14.2,8.7375,0.125,81.125,157.175,"T11"
"1087",2015,12.9375,7.35,1.5,60,167.625,"T11"
"1088",2016,13.6875,8.3,0.75,72.675,151.0875,"T11"
"1089",2017,14.0625,8.75,1.125,66.975,137.8,"T11"
"1090",2018,13.975,7.6875,2.625,54.575,168.0375,"T11"
"1091",2019,14.1625,8.65,0.625,55.6,144.5625,"T11"
"1092",2020,14.3,8.5375,0.25,66.525,155.0125,"T11"
"1093",2021,13.575,7.6125,2.625,57.9,162.0125,"T11"
"1094",2022,14.9,8.75,0.25,39.8,173.0875,"T11"
