fid,DN,area
1,"1",5622.842
2,"2",7497.129
3,"2",43107.930
4,"3",3748.584
5,"2",31238.161
6,"2",4998.115
7,"3",624.765
8,"1",4998.114
9,"2",4998.115
10,"2",7497.161
11,"3",1249.527
12,"3",29988.756
13,"4",10621.003
14,"5",13744.786
15,"2",27489.691
16,"1",1874.291
17,"2",17493.300
18,"1",32487.740
19,"3",468570.995
20,"2",81843.451
21,"3",7497.127
22,"2",6872.342
23,"1",6247.658
24,"1",8121.916
25,"5",263025.555
26,"3",23740.956
27,"5",1249.529
28,"5",13120.157
29,"1",8121.939
30,"2",26864.820
31,"3",4998.082
32,"5",6872.413
33,"4",1249.526
34,"2",182430.465
35,"3",39984.773
36,"2",15618.993
37,"1",15619.100
38,"2",153690.320
39,"4",59977.320
40,"2",16243.881
41,"1",122453.298
42,"5",6247.660
43,"2",324247.906
44,"1",114331.923
45,"3",21866.733
46,"3",33737.174
47,"2",36860.873
48,"1",6872.416
49,"1",31238.027
50,"6",8121.788
51,"2",338624.423
52,"2",97463.510
53,"2",33112.149
54,"1",13744.837
55,"3",31863.261
56,"2",37485.192
57,"4",174308.554
58,"2",624.767
59,"2",76220.672
60,"1",109332.705
61,"5",802818.992
62,"6",36236.514
63,"3",36861.059
64,"2",49980.225
65,"2",113082.255
66,"1",168061.091
67,"5",16243.781
68,"2",11245.881
69,"5",6247.603
70,"2",9371.309
71,"2",112456.574
72,"2",137449.031
73,"5",18743.031
74,"2",13120.161
75,"6",4998.148
76,"2",2499.073
77,"1",8121.859
78,"2",3748.523
79,"2",181178.763
80,"5",66224.572
81,"2",26239.679
82,"3",90590.406
83,"2",9371.320
84,"3",19367.646
85,"2",86218.307
86,"5",87467.534
87,"1",4998.021
88,"2",44357.566
89,"2",74972.097
90,"2",1249.505
91,"1",516679.011
92,"1",218664.599
93,"6",13744.667
94,"5",4998.157
95,"2",336123.879
96,"2",50606.337
97,"5",624.770
98,"1",3748.547
99,"2",13744.903
100,"1",1249.516
101,"1",1249.516
102,"2",40608.979
103,"2",73722.137
104,"1",128076.212
105,"1",133698.563
106,"2",28114.117
107,"2",4373.327
108,"2",64349.771
109,"1",6872.359
110,"2",11245.597
111,"1",1874.279
112,"1",1249.519
113,"2",25615.240
114,"2",50606.024
115,"2",23116.029
116,"1",1874.303
117,"2",624.755
118,"1",4998.144
119,"2",56227.997
120,"1",7497.211
121,"2",11870.476
122,"2",33736.898
123,"3",11897335.650
