SITECODE,LCODE,FROMDATE,SDATE,FIELDNAME,VALUE
T03,2,05-Apr-95,12-Apr-95,DEPTH,3
T03,2,05-Apr-95,12-Apr-95,MAXTMP,19
T03,2,05-Apr-95,12-Apr-95,MINTMP,5
T03,2,05-Apr-95,12-Apr-95,NEWMASS,0
T03,2,05-Apr-95,12-Apr-95,PERCDEAD,5
T03,2,05-Apr-95,12-Apr-95,SURFAREA,1
T04,1,05-Apr-95,12-Apr-95,DEPTH,NA
T04,1,05-Apr-95,12-Apr-95,MAXTMP,NA
T04,1,05-Apr-95,12-Apr-95,MINTMP,NA
T04,1,05-Apr-95,12-Apr-95,NEWMASS,0
T04,1,05-Apr-95,12-Apr-95,PERCDEAD,0
T04,1,05-Apr-95,12-Apr-95,SURFAREA,0
T04,2,05-Apr-95,12-Apr-95,DEPTH,NA
T04,2,05-Apr-95,12-Apr-95,MAXTMP,NA
T04,2,05-Apr-95,12-Apr-95,MINTMP,NA
T04,2,05-Apr-95,12-Apr-95,NEWMASS,2
T04,2,05-Apr-95,12-Apr-95,PERCDEAD,50
T04,2,05-Apr-95,12-Apr-95,SURFAREA,1
T04,3,05-Apr-95,12-Apr-95,NEWMASS,0
T04,3,05-Apr-95,12-Apr-95,PERCDEAD,0
T04,3,05-Apr-95,12-Apr-95,SURFAREA,0
T04,2,NA,12-Apr-95,Q1,178
T04,2,NA,12-Apr-95,SPAWNDATE,12-Apr-95
T04,4,05-Apr-95,12-Apr-95,DEPTH,66.5
T04,4,05-Apr-95,12-Apr-95,MAXTMP,14.5
T04,4,05-Apr-95,12-Apr-95,MINTMP,5.5
T04,4,05-Apr-95,12-Apr-95,NEWMASS,0
T04,4,05-Apr-95,12-Apr-95,PERCDEAD,0
T04,4,05-Apr-95,12-Apr-95,SURFAREA,0
T05,1,05-Apr-95,12-Apr-95,DEPTH,13
T05,1,05-Apr-95,12-Apr-95,MAXTMP,17
T05,1,05-Apr-95,12-Apr-95,MINTMP,5
T05,1,NA,12-Apr-95,ALKY,NA
T05,1,NA,12-Apr-95,ALUMINIUM,NA
T05,1,NA,12-Apr-95,CALCIUM,2.165
T05,1,NA,12-Apr-95,CHLORIDE,3.941
T05,1,NA,12-Apr-95,CONDY,NA
T05,1,NA,12-Apr-95,DOC,NA
T05,1,NA,12-Apr-95,IRON,NA
T05,1,NA,12-Apr-95,MAGNESIUM,0.505
T05,1,NA,12-Apr-95,NH4N,1.261
T05,1,NA,12-Apr-95,NO3N,0.748
T05,1,NA,12-Apr-95,PH,6.82
T05,1,NA,12-Apr-95,PH1,6.8
T05,1,NA,12-Apr-95,PHAQCS,NA
T05,1,NA,12-Apr-95,PHAQCU,NA
T05,1,NA,12-Apr-95,PO4P,0
T05,1,NA,12-Apr-95,POTASSIUM,0.295
T05,1,NA,12-Apr-95,SO4S,1.667
T05,1,NA,12-Apr-95,SODIUM,2.571
T05,1,NA,12-Apr-95,TOTALN,NA
T06,1,06-Apr-95,12-Apr-95,DEPTH,10
T06,1,06-Apr-95,12-Apr-95,MAXTMP,23
T06,1,06-Apr-95,12-Apr-95,MINTMP,12
T06,1,06-Apr-95,12-Apr-95,NEWMASS,0
T06,1,06-Apr-95,12-Apr-95,PERCDEAD,0
T06,1,06-Apr-95,12-Apr-95,SURFAREA,0
T09,1,05-Apr-95,12-Apr-95,DEPTH,15
T09,1,05-Apr-95,12-Apr-95,MAXTMP,19
T09,1,05-Apr-95,12-Apr-95,MINTMP,12
T06,1,NA,12-Apr-95,PH1,7.6
T06,1,NA,12-Apr-95,PH2,7.7
T06,1,NA,12-Apr-95,PH3,7.9
T09,1,NA,12-Apr-95,PH1,7.2
T09,1,NA,12-Apr-95,PH2,7.1
T09,1,NA,12-Apr-95,PH3,7.1
T02,1,12-Apr-95,14-Apr-95,NEWMASS,0
T02,1,12-Apr-95,14-Apr-95,PERCDEAD,2
T02,1,12-Apr-95,14-Apr-95,SURFAREA,0.4
T02,2,NA,14-Apr-95,HATCHDATE,14-Apr-95
T02,2,12-Apr-95,14-Apr-95,PERCDEAD,2
T02,2,12-Apr-95,14-Apr-95,SURFAREA,1.2
T02,2,12-Apr-95,14-Apr-95,NEWMASS,0
T02,1,10-Apr-95,17-Apr-95,DEPTH,39
T02,2,NA,17-Apr-95,PH3,5.7
T02,1,10-Apr-95,17-Apr-95,MINTMP,5
T02,1,14-Apr-95,17-Apr-95,NEWMASS,0
T02,1,14-Apr-95,17-Apr-95,PERCDEAD,3
T02,1,14-Apr-95,17-Apr-95,SURFAREA,0.4
T02,1,NA,17-Apr-95,HATCHDATE,17-Apr-95
T02,1,NA,17-Apr-95,PH1,4
T02,1,NA,17-Apr-95,PH2,4
T02,1,NA,17-Apr-95,PH3,4
T02,2,10-Apr-95,17-Apr-95,DEPTH,55
T02,2,10-Apr-95,17-Apr-95,MAXTMP,15
T02,2,10-Apr-95,17-Apr-95,MINTMP,5
T02,2,14-Apr-95,17-Apr-95,NEWMASS,0
T02,2,14-Apr-95,17-Apr-95,PERCDEAD,5
T02,2,14-Apr-95,17-Apr-95,SURFAREA,0.6
T02,2,NA,17-Apr-95,PH1,5.5
T02,2,NA,17-Apr-95,PH2,5.5
T02,1,10-Apr-95,17-Apr-95,MAXTMP,18
T06,1,12-Apr-95,18-Apr-95,DEPTH,6.5
T06,1,12-Apr-95,18-Apr-95,MAXTMP,19
T06,1,12-Apr-95,18-Apr-95,MINTMP,9
T06,1,12-Apr-95,18-Apr-95,NEWMASS,0
T06,1,12-Apr-95,18-Apr-95,PERCDEAD,0
T02,1,17-Apr-95,18-Apr-95,SURFAREA,0.4
T06,1,NA,18-Apr-95,PH1,7.8
T06,1,NA,18-Apr-95,PH2,7.8
T06,1,NA,18-Apr-95,PH3,7.9
T02,1,17-Apr-95,18-Apr-95,NEWMASS,0
T02,1,17-Apr-95,18-Apr-95,PERCDEAD,3
T06,1,12-Apr-95,18-Apr-95,SURFAREA,0
T03,1,12-Apr-95,19-Apr-95,MAXTMP,20
T09,1,NA,19-Apr-95,PH3,7.5
T09,1,NA,19-Apr-95,PH1,7.6
T09,1,NA,19-Apr-95,PH2,7.5
T04,4,12-Apr-95,19-Apr-95,MINTMP,2.2
T04,4,12-Apr-95,19-Apr-95,NEWMASS,0
T04,4,12-Apr-95,19-Apr-95,PERCDEAD,0
T04,4,12-Apr-95,19-Apr-95,SURFAREA,0
T04,4,NA,19-Apr-95,PH1,4.8
T04,4,NA,19-Apr-95,PH2,4.7
T04,4,NA,19-Apr-95,PH3,4.7
T04,4,NA,19-Apr-95,Q1,106
T05,1,12-Apr-95,19-Apr-95,DEPTH,12
T05,1,12-Apr-95,19-Apr-95,MAXTMP,17
T05,1,12-Apr-95,19-Apr-95,MINTMP,4
T09,1,12-Apr-95,19-Apr-95,DEPTH,15
T09,1,12-Apr-95,19-Apr-95,MAXTMP,19
T09,1,12-Apr-95,19-Apr-95,MINTMP,8
T03,1,12-Apr-95,19-Apr-95,MINTMP,0
T03,2,NA,19-Apr-95,PH1,6.2
T03,2,NA,19-Apr-95,PH2,6.1
T03,2,NA,19-Apr-95,PH3,6.2
T03,2,12-Apr-95,19-Apr-95,DEPTH,3
T03,2,12-Apr-95,19-Apr-95,MAXTMP,20
T03,2,12-Apr-95,19-Apr-95,MINTMP,0
T04,1,12-Apr-95,19-Apr-95,DEPTH,NA
T04,1,12-Apr-95,19-Apr-95,MAXTMP,NA
T04,1,12-Apr-95,19-Apr-95,MINTMP,NA
T04,1,12-Apr-95,19-Apr-95,NEWMASS,0
T04,1,12-Apr-95,19-Apr-95,PERCDEAD,0
T04,1,12-Apr-95,19-Apr-95,SURFAREA,0
T04,2,12-Apr-95,19-Apr-95,MAXTMP,NA
T04,2,12-Apr-95,19-Apr-95,MINTMP,NA
T04,2,12-Apr-95,19-Apr-95,NEWMASS,0
T04,2,12-Apr-95,19-Apr-95,PERCDEAD,100
T04,2,12-Apr-95,19-Apr-95,SURFAREA,0
T04,1,NA,19-Apr-95,PH1,2.8
T04,1,NA,19-Apr-95,PH2,3
T04,1,NA,19-Apr-95,PH3,3
T04,1,NA,19-Apr-95,Q1,106
T04,2,NA,19-Apr-95,PH3,4.5
T04,2,NA,19-Apr-95,Q1,106
T04,2,12-Apr-95,19-Apr-95,DEPTH,NA
T04,3,12-Apr-95,19-Apr-95,DEPTH,NA
T04,3,12-Apr-95,19-Apr-95,MAXTMP,NA
T04,3,12-Apr-95,19-Apr-95,MINTMP,NA
T04,3,12-Apr-95,19-Apr-95,NEWMASS,1
T04,3,12-Apr-95,19-Apr-95,PERCDEAD,99
T04,3,12-Apr-95,19-Apr-95,SURFAREA,0.5
T04,2,NA,19-Apr-95,PH1,5.2
T04,2,NA,19-Apr-95,PH2,5
T04,3,NA,19-Apr-95,PH1,4
T04,3,NA,19-Apr-95,PH2,3.8
T04,3,NA,19-Apr-95,PH3,4.1
T04,3,NA,19-Apr-95,Q1,106
T04,3,NA,19-Apr-95,SPAWNDATE,19-Apr-95
T04,4,12-Apr-95,19-Apr-95,DEPTH,79.8
T04,4,12-Apr-95,19-Apr-95,MAXTMP,16.4
T02,2,17-Apr-95,19-Apr-95,NEWMASS,0
T02,2,17-Apr-95,19-Apr-95,PERCDEAD,0
T02,2,17-Apr-95,19-Apr-95,SURFAREA,0
T03,1,NA,19-Apr-95,PH1,5.6
T03,1,NA,19-Apr-95,PH2,5.7
T03,1,NA,19-Apr-95,PH3,5.8
T03,1,12-Apr-95,19-Apr-95,DEPTH,8
T02,1,18-Apr-95,20-Apr-95,NEWMASS,0
T02,1,18-Apr-95,20-Apr-95,SURFAREA,0.4
T02,1,18-Apr-95,20-Apr-95,PERCDEAD,3
T02,1,17-Apr-95,24-Apr-95,DEPTH,43
T02,1,17-Apr-95,24-Apr-95,MAXTMP,11
T02,1,17-Apr-95,24-Apr-95,MINTMP,5
T02,1,20-Apr-95,24-Apr-95,NEWMASS,0
T02,1,20-Apr-95,24-Apr-95,PERCDEAD,5
T02,1,20-Apr-95,24-Apr-95,SURFAREA,0.4
T02,1,NA,24-Apr-95,PH1,4
T02,1,NA,24-Apr-95,PH2,3.9
T02,1,NA,24-Apr-95,PH3,3.9
T02,2,17-Apr-95,24-Apr-95,DEPTH,59
T02,2,17-Apr-95,24-Apr-95,MAXTMP,10
T02,2,17-Apr-95,24-Apr-95,MINTMP,1
T02,2,19-Apr-95,24-Apr-95,NEWMASS,0
T02,2,19-Apr-95,24-Apr-95,PERCDEAD,NA
T02,2,19-Apr-95,24-Apr-95,SURFAREA,NA
T02,2,NA,24-Apr-95,PH1,5.3
T02,2,NA,24-Apr-95,PH2,5.9
T02,2,NA,24-Apr-95,PH3,5.9
T06,1,NA,25-Apr-95,PH1,7.7
T06,1,NA,25-Apr-95,PH2,7.7
T06,1,NA,25-Apr-95,PH3,7.9
T06,1,18-Apr-95,25-Apr-95,DEPTH,6
T06,1,18-Apr-95,25-Apr-95,SURFAREA,0
T06,1,18-Apr-95,25-Apr-95,MINTMP,11
T06,1,18-Apr-95,25-Apr-95,NEWMASS,0
T06,1,18-Apr-95,25-Apr-95,PERCDEAD,0
T06,1,18-Apr-95,25-Apr-95,MAXTMP,20
T03,1,NA,26-Apr-95,PH3,5.9
T09,1,NA,26-Apr-95,PH1,7.3
T09,1,NA,26-Apr-95,PH2,7.3
T09,1,NA,26-Apr-95,PH3,7.3
T04,4,19-Apr-95,26-Apr-95,DEPTH,87.5
T04,4,19-Apr-95,26-Apr-95,MAXTMP,14
T04,4,19-Apr-95,26-Apr-95,MINTMP,2
T04,4,19-Apr-95,26-Apr-95,NEWMASS,4
T04,4,19-Apr-95,26-Apr-95,PERCDEAD,1
T04,4,19-Apr-95,26-Apr-95,SURFAREA,2
T04,4,NA,26-Apr-95,PH1,5.1
T04,4,NA,26-Apr-95,PH2,4.1
T04,4,NA,26-Apr-95,PH3,3.8
T04,4,NA,26-Apr-95,SPAWNDATE,26-Apr-95
T05,1,19-Apr-95,26-Apr-95,DEPTH,16.5
T05,1,19-Apr-95,26-Apr-95,MAXTMP,14
T05,1,19-Apr-95,26-Apr-95,MINTMP,3
T05,1,NA,26-Apr-95,ALKY,NA
T05,1,NA,26-Apr-95,ALUMINIUM,NA
T05,1,NA,26-Apr-95,CALCIUM,5.027
T05,1,NA,26-Apr-95,CHLORIDE,14.301
T05,1,NA,26-Apr-95,CONDY,NA
T05,1,NA,26-Apr-95,DOC,NA
T05,1,NA,26-Apr-95,IRON,NA
T05,1,NA,26-Apr-95,MAGNESIUM,2.472
T05,1,NA,26-Apr-95,NH4N,0
T05,1,NA,26-Apr-95,NO3N,0.136
T05,1,NA,26-Apr-95,PH,6.98
T05,1,NA,26-Apr-95,PH1,7
T05,1,NA,26-Apr-95,PHAQCS,NA
T05,1,NA,26-Apr-95,PHAQCU,NA
T05,1,NA,26-Apr-95,PO4P,0
T05,1,NA,26-Apr-95,POTASSIUM,0.202
T05,1,NA,26-Apr-95,SO4S,0.678
T05,1,NA,26-Apr-95,SODIUM,9.359
T05,1,NA,26-Apr-95,TOTALN,NA
T09,1,19-Apr-95,26-Apr-95,DEPTH,15
T09,1,19-Apr-95,26-Apr-95,MAXTMP,17
T09,1,19-Apr-95,26-Apr-95,MINTMP,7
T03,1,19-Apr-95,26-Apr-95,DEPTH,6
T03,1,19-Apr-95,26-Apr-95,MAXTMP,24
T03,1,19-Apr-95,26-Apr-95,MINTMP,4
T03,2,NA,26-Apr-95,PH1,6.2
T03,2,NA,26-Apr-95,PH2,6.1
T03,2,NA,26-Apr-95,PH3,6.1
T03,2,19-Apr-95,26-Apr-95,DEPTH,2
T04,1,19-Apr-95,26-Apr-95,NEWMASS,0
T04,1,19-Apr-95,26-Apr-95,PERCDEAD,0
T04,1,19-Apr-95,26-Apr-95,SURFAREA,0
T03,2,19-Apr-95,26-Apr-95,MAXTMP,24
T03,2,19-Apr-95,26-Apr-95,MINTMP,4
T04,2,19-Apr-95,26-Apr-95,DEPTH,NA
T04,2,19-Apr-95,26-Apr-95,MAXTMP,NA
T04,2,19-Apr-95,26-Apr-95,MINTMP,NA
T04,2,19-Apr-95,26-Apr-95,NEWMASS,2
T04,2,19-Apr-95,26-Apr-95,PERCDEAD,99
T04,2,19-Apr-95,26-Apr-95,SURFAREA,1
T04,2,NA,26-Apr-95,PH1,5.5
T04,2,NA,26-Apr-95,PH2,5.4
T04,3,19-Apr-95,26-Apr-95,NEWMASS,1
T04,3,19-Apr-95,26-Apr-95,PERCDEAD,97
T04,3,19-Apr-95,26-Apr-95,SURFAREA,0.5
T04,2,NA,26-Apr-95,PH3,5.4
T03,1,NA,26-Apr-95,PH1,5.5
T03,1,NA,26-Apr-95,PH2,5.8
T02,1,26-Apr-95,28-Apr-95,NEWMASS,0
T02,1,26-Apr-95,28-Apr-95,SURFAREA,0.4
T02,1,26-Apr-95,28-Apr-95,PERCDEAD,5
T06,1,25-Apr-95,01-May-95,DEPTH,2
T06,1,25-Apr-95,01-May-95,MAXTMP,24
T06,1,25-Apr-95,01-May-95,MINTMP,14
T06,1,25-Apr-95,01-May-95,NEWMASS,0
T06,1,NA,01-May-95,PH3,8.3
T06,1,25-Apr-95,01-May-95,SURFAREA,0
T06,1,NA,01-May-95,PH1,8
T06,1,NA,01-May-95,PH2,8.2
T06,1,25-Apr-95,01-May-95,PERCDEAD,0
T02,1,24-Apr-95,02-May-95,DEPTH,40
T02,2,NA,02-May-95,PH3,5.8
T02,1,24-Apr-95,02-May-95,MINTMP,5
T02,1,28-Apr-95,02-May-95,NEWMASS,0
T02,1,28-Apr-95,02-May-95,PERCDEAD,0
T02,1,28-Apr-95,02-May-95,SURFAREA,0.3
T02,1,NA,02-May-95,PH1,4.6
T02,1,NA,02-May-95,PH2,4.3
T02,1,NA,02-May-95,PH3,4.4
T02,2,24-Apr-95,02-May-95,DEPTH,56
T02,2,24-Apr-95,02-May-95,MAXTMP,15
T02,2,24-Apr-95,02-May-95,MINTMP,4
T02,2,24-Apr-95,02-May-95,NEWMASS,0
T02,2,24-Apr-95,02-May-95,PERCDEAD,NA
T02,2,24-Apr-95,02-May-95,SURFAREA,NA
T02,2,NA,02-May-95,PH1,5.4
T02,2,NA,02-May-95,PH2,5.9
T02,1,24-Apr-95,02-May-95,MAXTMP,14
T09,1,26-Apr-95,03-May-95,DEPTH,15
T04,1,NA,03-May-95,PH3,3.1
T09,1,26-Apr-95,03-May-95,MINTMP,11
T09,1,NA,03-May-95,PH1,7.6
T09,1,NA,03-May-95,PH2,7.7
T09,1,NA,03-May-95,PH3,7.7
T04,4,NA,03-May-95,PH1,3.8
T04,4,NA,03-May-95,PH2,5.5
T04,4,NA,03-May-95,PH3,3.4
T04,4,NA,03-May-95,Q1,178
T05,1,26-Apr-95,03-May-95,DEPTH,14
T05,1,26-Apr-95,03-May-95,MAXTMP,20
T05,1,26-Apr-95,03-May-95,MINTMP,6
T04,3,26-Apr-95,03-May-95,PERCDEAD,95
T04,3,26-Apr-95,03-May-95,SURFAREA,0
T04,4,26-Apr-95,03-May-95,DEPTH,59.8
T04,4,26-Apr-95,03-May-95,MAXTMP,21.5
T04,4,26-Apr-95,03-May-95,MINTMP,3.5
T04,4,26-Apr-95,03-May-95,NEWMASS,1
T04,4,26-Apr-95,03-May-95,PERCDEAD,15
T04,4,26-Apr-95,03-May-95,SURFAREA,0.5
T04,3,26-Apr-95,03-May-95,DEPTH,NA
T04,3,26-Apr-95,03-May-95,MAXTMP,NA
T04,3,26-Apr-95,03-May-95,MINTMP,NA
T04,3,26-Apr-95,03-May-95,NEWMASS,0
T04,2,NA,03-May-95,HATCHDATE,03-May-95
T04,2,NA,03-May-95,PH1,6.3
T04,2,NA,03-May-95,Q1,178
T04,3,NA,03-May-95,PH1,3.8
T04,3,NA,03-May-95,PH2,3.4
T04,3,NA,03-May-95,PH3,3.2
T03,1,NA,03-May-95,PH1,5.6
T03,1,NA,03-May-95,PH2,5.6
T03,1,NA,03-May-95,PH3,5.7
T03,1,26-Apr-95,03-May-95,DEPTH,2
T03,1,26-Apr-95,03-May-95,MAXTMP,20
T03,1,26-Apr-95,03-May-95,MINTMP,6
T03,2,26-Apr-95,03-May-95,MAXTMP,20
T03,2,26-Apr-95,03-May-95,MINTMP,6
T03,2,NA,03-May-95,PH1,6.2
T03,2,NA,03-May-95,PH2,6.2
T03,2,NA,03-May-95,PH3,6.1
T04,1,26-Apr-95,03-May-95,DEPTH,NA
T04,1,26-Apr-95,03-May-95,MAXTMP,NA
T04,1,26-Apr-95,03-May-95,MINTMP,NA
T04,1,26-Apr-95,03-May-95,NEWMASS,0
T04,1,26-Apr-95,03-May-95,PERCDEAD,0
T04,1,26-Apr-95,03-May-95,SURFAREA,0
T03,2,26-Apr-95,03-May-95,DEPTH,1
T04,2,26-Apr-95,03-May-95,DEPTH,NA
T04,2,26-Apr-95,03-May-95,MAXTMP,NA
T04,2,26-Apr-95,03-May-95,MINTMP,NA
T04,2,26-Apr-95,03-May-95,NEWMASS,1
T04,2,26-Apr-95,03-May-95,PERCDEAD,100
T04,2,26-Apr-95,03-May-95,SURFAREA,0.3
T04,1,NA,03-May-95,PH1,3.8
T04,1,NA,03-May-95,PH2,3.4
T09,1,26-Apr-95,03-May-95,MAXTMP,22
T02,1,02-May-95,09-May-95,DEPTH,35
T02,2,NA,09-May-95,PH3,5.8
T02,1,NA,09-May-95,PH1,4.3
T02,1,NA,09-May-95,PH2,4.1
T02,1,NA,09-May-95,PH3,4
T02,1,02-May-95,09-May-95,MINTMP,8
T02,1,02-May-95,09-May-95,NEWMASS,0
T02,1,02-May-95,09-May-95,PERCDEAD,NA
T02,1,02-May-95,09-May-95,SURFAREA,NA
T02,2,02-May-95,09-May-95,DEPTH,53
T02,2,02-May-95,09-May-95,MAXTMP,18
T02,2,02-May-95,09-May-95,MINTMP,6
T02,2,02-May-95,09-May-95,NEWMASS,0
T02,2,02-May-95,09-May-95,PERCDEAD,NA
T02,2,02-May-95,09-May-95,SURFAREA,NA
T02,2,NA,09-May-95,PH1,5.7
T02,2,NA,09-May-95,PH2,5.8
T02,1,02-May-95,09-May-95,MAXTMP,17
T05,1,NA,10-May-95,CHLORIDE,13.851
T04,1,NA,10-May-95,Q1,178
T05,1,NA,10-May-95,DOC,NA
T05,1,NA,10-May-95,IRON,NA
T05,1,NA,10-May-95,MAGNESIUM,2.668
T05,1,NA,10-May-95,NH4N,0.157
T05,1,NA,10-May-95,NO3N,0.127
T05,1,NA,10-May-95,PH,6.27
T05,1,NA,10-May-95,PH1,6.3
T05,1,NA,10-May-95,PHAQCS,NA
T05,1,NA,10-May-95,PHAQCU,NA
T09,1,03-May-95,10-May-95,DEPTH,15
T09,1,NA,10-May-95,PH1,7.8
T09,1,NA,10-May-95,PH2,7.6
T09,1,NA,10-May-95,PH3,7.5
T09,1,03-May-95,10-May-95,MAXTMP,26
T09,1,03-May-95,10-May-95,MINTMP,15
T04,4,NA,10-May-95,PH1,4.6
T04,4,NA,10-May-95,PH2,4.3
T05,1,03-May-95,10-May-95,DEPTH,9
T05,1,03-May-95,10-May-95,MAXTMP,22
T05,1,03-May-95,10-May-95,MINTMP,5
T05,1,NA,10-May-95,PO4P,0
T05,1,NA,10-May-95,POTASSIUM,0.476
T05,1,NA,10-May-95,SO4S,0.755
T05,1,NA,10-May-95,SODIUM,9.651
T05,1,NA,10-May-95,TOTALN,NA
T05,1,NA,10-May-95,ALKY,NA
T05,1,NA,10-May-95,ALUMINIUM,NA
T05,1,NA,10-May-95,CALCIUM,5.466
T04,3,03-May-95,10-May-95,DEPTH,NA
T04,3,03-May-95,10-May-95,MAXTMP,NA
T04,3,03-May-95,10-May-95,MINTMP,NA
T04,3,03-May-95,10-May-95,NEWMASS,0
T04,3,03-May-95,10-May-95,PERCDEAD,100
T04,3,03-May-95,10-May-95,SURFAREA,0
T04,4,03-May-95,10-May-95,DEPTH,49.8
T04,4,03-May-95,10-May-95,MAXTMP,21.9
T04,4,03-May-95,10-May-95,MINTMP,4.6
T04,4,03-May-95,10-May-95,NEWMASS,0
T04,4,03-May-95,10-May-95,PERCDEAD,75
T04,4,03-May-95,10-May-95,SURFAREA,0.4
T04,4,NA,10-May-95,PH3,4.1
T04,4,NA,10-May-95,Q1,178
T04,2,03-May-95,10-May-95,MAXTMP,NA
T04,2,03-May-95,10-May-95,MINTMP,NA
T04,2,03-May-95,10-May-95,NEWMASS,0
T04,2,03-May-95,10-May-95,PERCDEAD,100
T04,2,03-May-95,10-May-95,SURFAREA,0
T04,2,NA,10-May-95,Q1,174
T04,3,NA,10-May-95,PH1,3.7
T04,3,NA,10-May-95,PH2,3.5
T04,3,NA,10-May-95,PH3,3.6
T04,1,03-May-95,10-May-95,DEPTH,NA
T04,1,03-May-95,10-May-95,MAXTMP,NA
T04,1,03-May-95,10-May-95,MINTMP,NA
T04,1,03-May-95,10-May-95,NEWMASS,0
T04,1,03-May-95,10-May-95,PERCDEAD,0
T04,1,03-May-95,10-May-95,SURFAREA,0
T04,2,03-May-95,10-May-95,DEPTH,NA
T04,1,NA,10-May-95,PH1,3.5
T04,1,NA,10-May-95,PH2,3.5
T04,1,NA,10-May-95,PH3,3.5
T05,1,NA,10-May-95,CONDY,NA
T06,1,01-May-95,11-May-95,DEPTH,12
T06,1,01-May-95,11-May-95,MAXTMP,15
T06,1,01-May-95,11-May-95,MINTMP,10
T06,1,01-May-95,11-May-95,NEWMASS,0
T06,1,NA,11-May-95,PH3,7.7
T06,1,01-May-95,11-May-95,SURFAREA,0
T06,1,NA,11-May-95,PH1,7.5
T06,1,NA,11-May-95,PH2,7.6
T06,1,01-May-95,11-May-95,PERCDEAD,0
T02,2,NA,15-May-95,PH2,5.8
T02,2,NA,15-May-95,PH3,6
T02,1,NA,15-May-95,PH1,4.2
T02,1,NA,15-May-95,PH2,4.4
T02,1,NA,15-May-95,PH3,4.3
T02,2,NA,15-May-95,PH1,5.8
T02,1,09-May-95,15-May-95,MAXTMP,10
T02,1,09-May-95,15-May-95,MINTMP,7
T02,2,09-May-95,15-May-95,DEPTH,53
T02,2,09-May-95,15-May-95,MAXTMP,11
T02,2,09-May-95,15-May-95,MINTMP,4
T02,1,09-May-95,15-May-95,DEPTH,36
T09,1,10-May-95,17-May-95,MAXTMP,20
T09,1,10-May-95,17-May-95,MINTMP,11
T09,1,NA,17-May-95,PH1,7.3
T09,1,NA,17-May-95,PH2,7.4
T09,1,NA,17-May-95,PH3,7.2
T09,1,10-May-95,17-May-95,DEPTH,15
T04,4,NA,17-May-95,PH3,4.9
T04,4,NA,17-May-95,Q1,106
T05,1,10-May-95,17-May-95,DEPTH,8
T05,1,10-May-95,17-May-95,MAXTMP,18
T05,1,10-May-95,17-May-95,MINTMP,2
T04,3,10-May-95,17-May-95,DEPTH,NA
T04,3,10-May-95,17-May-95,MAXTMP,NA
T04,3,10-May-95,17-May-95,MINTMP,NA
T04,3,10-May-95,17-May-95,NEWMASS,0
T04,3,10-May-95,17-May-95,PERCDEAD,0
T04,3,10-May-95,17-May-95,SURFAREA,0
T04,4,10-May-95,17-May-95,DEPTH,58.5
T04,4,10-May-95,17-May-95,MAXTMP,18.4
T04,4,10-May-95,17-May-95,MINTMP,0.3
T04,4,10-May-95,17-May-95,NEWMASS,0
T04,4,10-May-95,17-May-95,PERCDEAD,99
T04,4,10-May-95,17-May-95,SURFAREA,0
T04,4,NA,17-May-95,HATCHDATE,17-May-95
T04,4,NA,17-May-95,PH1,4
T04,4,NA,17-May-95,PH2,4.7
T04,2,10-May-95,17-May-95,DEPTH,NA
T04,2,10-May-95,17-May-95,MAXTMP,NA
T04,2,10-May-95,17-May-95,MINTMP,NA
T04,2,10-May-95,17-May-95,NEWMASS,0
T04,2,10-May-95,17-May-95,PERCDEAD,100
T04,2,10-May-95,17-May-95,SURFAREA,0
T04,2,NA,17-May-95,PH1,5.2
T04,2,NA,17-May-95,PH2,4.4
T04,2,NA,17-May-95,PH3,4.4
T04,2,NA,17-May-95,Q1,106
T04,3,NA,17-May-95,PH1,3.5
T04,3,NA,17-May-95,PH2,3.3
T04,3,NA,17-May-95,PH3,3.3
T04,3,NA,17-May-95,Q1,106
T04,1,10-May-95,17-May-95,DEPTH,NA
T04,1,10-May-95,17-May-95,MAXTMP,NA
T04,1,NA,17-May-95,PH1,3.1
T04,1,NA,17-May-95,PH2,3.1
T04,1,NA,17-May-95,PH3,2.8
T04,1,NA,17-May-95,Q1,106
T04,1,10-May-95,17-May-95,MINTMP,NA
T04,1,10-May-95,17-May-95,NEWMASS,0
T04,1,10-May-95,17-May-95,PERCDEAD,0
T04,1,10-May-95,17-May-95,SURFAREA,0
T06,1,11-May-95,18-May-95,DEPTH,11
T06,1,11-May-95,18-May-95,MAXTMP,19
T06,1,11-May-95,18-May-95,MINTMP,10
T06,1,11-May-95,18-May-95,NEWMASS,0
T06,1,11-May-95,18-May-95,SURFAREA,0
T06,1,NA,18-May-95,PH1,7.8
T06,1,NA,18-May-95,PH2,7.9
T06,1,NA,18-May-95,PH3,8
T06,1,11-May-95,18-May-95,PERCDEAD,0
T02,2,NA,22-May-95,PH1,6
T02,2,NA,22-May-95,PH2,5.8
T02,2,NA,22-May-95,PH3,6
T02,1,15-May-95,22-May-95,DEPTH,37
T02,1,15-May-95,22-May-95,MAXTMP,NA
T02,1,NA,22-May-95,PH3,4.3
T02,2,15-May-95,22-May-95,DEPTH,53
T02,2,15-May-95,22-May-95,MAXTMP,11
T02,2,15-May-95,22-May-95,MINTMP,4
T02,1,NA,22-May-95,PH1,4.3
T02,1,NA,22-May-95,PH2,4.2
T02,1,15-May-95,22-May-95,MINTMP,4
T09,1,17-May-95,24-May-95,DEPTH,15
T04,1,NA,24-May-95,PH3,3.1
T09,1,17-May-95,24-May-95,MINTMP,11
